0.048,0.0,pahrump:Nevada
0.030834914611,2.025355652386135e-06,sunris manor:Nevada
0.025950105591453748,0.000542175235434638,summerlin s:Nevada
0.014909886019562144,0.0006160545868971781,winchest:Nevada
0.0173913043478,0.0,nelli air forc base:Nevada
0.04670967741933333,0.0007018466874777219,n vega:Nevada
0.03822951431129838,0.0009831626403890461,paradis:Nevada
0.043019984393172006,0.0013784299107939754,henderson:Nevada
0.05121582946333846,0.00114501354217122,enterpris:Nevada
0.03083512415487983,0.0007004092297356502,vega:Nevada
0.029422031246966667,0.0006280132282645616,spring vallei:Nevada
-0.0166666666667,0.0,boulder citi:Nevada
